ID,Is_Lead
ASMV8D2T,0.059090883
7ZQTG4BO,0.048147947
6KSCY6AK,0.14677672
UQMALPIP,0.09919132
9UF2TDUJ,0.035481658
DT4M6LHO,0.09884246
FFSJSUPR,0.10636719
7INMEV7D,0.086951084
4V3HTRNW,0.20750819
4UGCQ4HV,0.8608281
KWARVHSG,0.09110684
GRDMLZMJ,0.051821247
ZECPZZEY,0.066348165
CNPNR7YT,0.8558202
34C5DCFQ,0.0572372
6YLBOC5H,0.030165143
MDFATVHM,0.26754907
M6NYPXAP,0.45894226
JHELJVRR,0.050796688
J8BXQVSJ,0.020903472
AMTV3TDW,0.020528613
WL3AIKS7,0.13700213
9GLTPH6X,0.06566616
29WHZMQ9,0.8232822
CY5QJBCE,0.05608054
AFBZHTBL,0.056958046
LXDPNOER,0.47434455
6G7FMUQS,0.109609194
DFFGGAT3,0.02413058
VDTRFDEW,0.12989353
X57WJM2R,0.27450368
BKTYLZKK,0.056197446
AX8F6UED,0.80176055
H9DEUUUD,0.024261482
C8UWDXOI,0.06440726
MMMFFMSD,0.055818375
SSN8MAVE,0.3263795
8PS8AZEK,0.18986435
AK6F9JZL,0.031914297
NFUSOXVM,0.23427866
FV2VZHX9,0.053641308
KW4MEDVB,0.50829655
JREWXUJH,0.83199567
MBCYLAJ8,0.05196017
CTKYS6OA,0.029801821
E3FJTLTU,0.05205141
GVRTULQJ,0.060321048
AO2XQBXO,0.13840114
A5FLFISU,0.4962998
5SSG7SNE,0.18260743
3DOXNVBZ,0.17664751
NXOSXVSD,0.43430158
GASLF5E2,0.049244575
XQTJUFZW,0.04946052
YDQFMDDH,0.34198397
JGZAZROA,0.29580036
BBHPZJV3,0.07131141
GF2S5P7N,0.82617205
NELRPSBT,0.06752249
MZYQTRMF,0.11347217
VV7FXP5R,0.053004052
85CIZIXS,0.8514241
MUL6KUGR,0.7551219
BXZOLL5Z,0.84138477
6B5EUDNX,0.092458695
B3NSME3M,0.06599272
GE9IAQUX,0.32858244
24SPDPCV,0.05529553
EUATE2KA,0.20544547
BTXB2NJJ,0.038785633
BHAQTJYJ,0.054464683
3D5HYTSN,0.053772002
VFBKWN2N,0.16250344
KNHGTWOG,0.2711598
JKN3QZCW,0.36715385
WDGP4KWM,0.0904583
2WB9YBRV,0.05131698
JG8ALES7,0.12199622
JCJIMGY8,0.19285317
N63WRIVV,0.10934127
KXHQ4YQQ,0.08859772
DDUHPJNL,0.2312885
CW3JLQND,0.27584594
WUECFRBU,0.06834883
5F6D6QYI,0.19350423
HSEJLUNB,0.2235426
IDVTHUXG,0.05073398
YSH4YOGW,0.32927096
84ARCT82,0.2137056
ERRZAKGI,0.07930592
3QMARJKV,0.83630806
U2VSRPTK,0.20106417
GCQSNF6B,0.9957645
HEUXL9QX,0.3208677
AGBG5JPX,0.9941748
EVCVXV7N,0.10006641
NIREYRGW,0.32657105
ACYQMRVC,0.05055033
ISW7Y7UP,0.050522484
F8NHZDW8,0.8490873
ATVFYAVK,0.47004044
FT6JZJZK,0.48414132
DYGCNHMB,0.083730854
G5VPVKNN,0.1792172
KYRNFHXW,0.04926233
HYWRNNGA,0.04951268
CHUYNOVY,0.035470366
GVMJSXMP,0.059722453
IYUMMYKD,0.050298724
N46YZDXG,0.052485596
KAAFTCJY,0.8434719
6PLKNKTM,0.05019168
B8BRRTUH,0.06469308
8ZA9WJGR,0.051276498
TAQSTCDD,0.09478149
RPG3S2DW,0.09865985
AP687HKM,0.31021097
AUM2LMCI,0.05194642
R9GNTARK,0.05823754
2GKPBNMQ,0.17043118
IYIRTYCC,0.19641693
GW2E4RW9,0.81028277
J4LGTKH2,0.1939088
4UZORYZY,0.19440326
WJCJZAFK,0.024082137
9HSPVS7X,0.39999542
AHAJF6DS,0.15273884
IFZSNHPH,0.6241662
QD2WNDKG,0.023176998
CVHDROIO,0.83942497
DQE4CHD5,0.051698644
APOGJVXP,0.26379955
QHEXQFKV,0.30396843
2KRCXQ8Y,0.050066397
C9CGYLOC,0.6365127
MJVCWRFK,0.1307499
J83YYTQ2,0.61206865
QR5TIK4W,0.3471758
UUAGAQBP,0.051542558
MUVAI24V,0.38287508
PRZG6CCT,0.29068702
YSCJXABS,0.06755504
4U4IAZCZ,0.051170677
BHPVR4XB,0.050202463
UCI3TCR6,0.86143017
FBEHK85L,0.056596156
WFHETL2O,0.27943352
JAPWQFSC,0.4067112
BPFPRLAI,0.14329486
MDYXJERM,0.025223723
YKQ87GZ9,0.023891577
4VBU2KZK,0.09115816
MSDPCVKA,0.0535199
AXYZFH8J,0.12225604
7FMSPZZG,0.056666773
BKJKGJZ9,0.8296279
SGVCHXPV,0.24805984
A7Z372HR,0.051753566
G6NI6KCJ,0.18028967
K2HWEBCU,0.2586584
DTAYJACT,0.051997792
AJPPIIE9,0.035134792
BZHNB5DP,0.24906297
JYGBJPPB,0.20133331
EWBM9KVV,0.062740415
9NBHN8NS,0.05471605
F9HAV25R,0.024513291
8W4GMKJ7,0.90901524
U6VNKVF9,0.049335722
VJGGUQZK,0.50260335
IP52XV4M,0.2887672
BVDSWTM4,0.055221535
2T8NVVX9,0.052733086
MNQMBCTX,0.25235024
JDGRIJ7Q,0.052169822
X7BYHDW9,0.48019648
YDWGVXZ5,0.10230337
LZVVSZYX,0.3811175
3NNWXBXI,0.067929976
UKQDZ2QG,0.09671402
AK4NGOZE,0.048285414
MJAK4EGM,0.085948184
RPSWWQGQ,0.30354115
3TJHCSLT,0.8322427
AVXKUKTH,0.028216332
ML3TYXDV,0.42272323
IA2QLBWJ,0.057036586
2EDNZWUI,0.52406293
TKTOJHA9,0.112538725
9DMFWNW2,0.07652539
MDMVM5PU,0.20343614
AR4QH9S8,0.046135433
NNY8T4N7,0.05019954
FPMUUYXC,0.05238701
FJQNFTNU,0.29164818
4HWCIJOB,0.30209628
NHN2YNWM,0.057981696
MVXM5RCP,0.066821784
M85ALYXD,0.077766985
U6XVWSCY,0.052033212
VU6ANY8Y,0.22924492
KEHEYEAX,0.9959196
HEO8SWP6,0.5809431
8UGRBA9Q,0.37213573
RR3EENCG,0.05174354
GYMXLMWI,0.056773826
RBTCLG68,0.36461753
BJJQKOMS,0.045415778
3CQVFKAS,0.5066698
J3FCTFTB,0.053158045
PEXDQVX6,0.41047612
KYXSBRUV,0.19043927
87WRNQN8,0.03901389
D9U5ROV2,0.053558968
EPJCNAAD,0.042946063
UD7HGNUU,0.83747333
FKNUFYJK,0.0860473
EGSFLQHP,0.04460232
6ZMPBRQH,0.13591765
CBAGQHGG,0.05013601
U5ZYA2QO,0.059428733
ERGXG38R,0.8203506
K7JH7PLM,0.02476268
H8ZPQZMC,0.4902511
53ZZDT3S,0.04983624
JY9XVCQB,0.08319255
ECTICUFE,0.500865
JJEZXNFJ,0.048953306
M4ICAFVM,0.2988896
RRGJSWMU,0.054228757
WJIBPTEY,0.06866176
HXW6OLTL,0.052733716
NS4AYV7C,0.051660098
PYUAAUX7,0.048839975
J4NUYZ29,0.055857327
PKBUMVMD,0.07843411
3CDVSHQN,0.051112875
XPYVHDRX,0.519101
4KFNMQZJ,0.8248598
IM5WMKLC,0.054600794
L4QDAFT2,0.48712268
N7YFGEMO,0.05233446
UUCSXVQD,0.052029602
WS4H7SEZ,0.84731466
Y4CGVF6B,0.10712001
LT99MFVG,0.051706363
A8KIVWKU,0.83570385
Q55GSJ2A,0.18880354
FLC2BVRJ,0.11794522
HE9DCYM8,0.8394316
JKW5RHUT,0.032076403
PWF8MDDK,0.05197029
DRNFDVF8,0.022484448
AVGJPMYH,0.14671333
WCVHXBTB,0.057019018
AQUWFQN9,0.13394459
DV7USHB9,0.06389006
EIGJPS6A,0.05836895
AR4TPKBU,0.7914622
NDSTIK3J,0.45491427
VG58QSP8,0.9946255
62MNVLCN,0.05234404
7ECQWD9E,0.053177506
GVXBWVZZ,0.058921296
AWYRJUK3,0.058059864
6NKJ53WB,0.028447049
MEZJUQFN,0.8428565
6RZBMGYB,0.07192793
7HPEEVKP,0.023801213
XSP4KUQ7,0.11797073
YEJNT4BN,0.049361315
JOUMT4GB,0.09891883
ZKWBJITS,0.20462526
HBWMFSGV,0.37523946
HMEDRCTB,0.072901644
PR9YFPFP,0.08127296
BVHJV2J6,0.048441477
BXXMAQSU,0.102789335
Y9HBNYNH,0.05081582
HPXZYUQN,0.22052944
4JF4HNMT,0.3414344
K66JGD23,0.33325344
FQRWDWSK,0.8378492
GCLGDFNZ,0.021198532
H9JB38ZN,0.0421585
SSRYYWXD,0.15069897
7DWFZ58T,0.23143767
JVNK6V2M,0.21849585
PXCDYVQN,0.055153064
BQKLUNVH,0.12016279
DKUYEXLQ,0.050860353
OTR9GUFK,0.21427186
KZ9T8IPS,0.8398155
R4Z9MK6V,0.073040396
7VMCT8CS,0.054364808
MCULH4GE,0.6533874
KPKXYK8U,0.52091604
KVHBSY5T,0.2444155
HGAHLJ3Q,0.24342221
FGXS59BF,0.050397582
6EGC4SLJ,0.046522573
W6JHY3G5,0.050389342
6HI7TDLY,0.054266855
N35VFUY2,0.19939099
MWKJ3BRH,0.050989103
6FCLN7Q7,0.0530137
V8X55GUS,0.05279785
OBAZMPUS,0.06172372
L6ZAPXQP,0.051072534
6IXV4EN8,0.98593825
RWYQDXGY,0.48456797
785PQAME,0.05571551
VHN25SSL,0.30309764
BZTEZRWZ,0.098929495
UGS9MQ4H,0.053297598
CHNKDR3S,0.05246378
6TJKAQDT,0.068123706
J2IUDNHP,0.16167799
G3KFO3IB,0.2538702
KTTANWEM,0.056835648
ZRKX7HBZ,0.074182525
CQSFGCUJ,0.10140602
HQTCGXRF,0.080281824
XZGSNFA3,0.023765378
FPT9CADP,0.061470553
KHAJBAHJ,0.108511955
KTNMTW9V,0.056509163
J7WHKZFS,0.053526193
N4X4CT3Y,0.2976181
P6VH7X9X,0.05796041
GYFBFWP2,0.040361688
BV9NQEFX,0.07115758
FERZFY2M,0.8336029
47TQ9LQP,0.19161391
A4RZ2G2B,0.023995893
FLJFXWMS,0.57007796
PHPZKKNI,0.060559362
9EH4SVNE,0.101445265
NUTKP2KG,0.2932126
GBSAVKFE,0.052820284
GYSMTHKO,0.055068042
JQGUDB6W,0.39488477
8XYRRGNN,0.062586755
RQXC2UE9,0.04321891
SL4FJS2L,0.5380433
KUFFPGTN,0.8747082
L8RXLBFF,0.85319865
5RCFAH2B,0.072112255
K9RQUM88,0.054547857
8EEMFUUF,0.48561
EPWTEABA,0.83167726
CCVPKUUN,0.064412266
NQS2Q32C,0.86403763
GHP92TYG,0.905159
FAWYT4CS,0.38278705
KVVJFZSN,0.21144791
CHPSEDT5,0.07144098
FBPEXVZS,0.8144188
FG24P7VT,0.82638097
QNHOKWSR,0.022644803
MUGJCFEQ,0.08369066
N7OTXYF5,0.05480838
GP4EXJTG,0.38572437
DURYUOUF,0.057642862
NDNKRU9S,0.83444476
GBLXDQZN,0.08031185
FXATA3QC,0.8273102
MDARL4PX,0.385061
HWWKRXUF,0.6145219
DWPHQHAB,0.14196295
KXXNOLJM,0.061321825
9JPGQQ6G,0.055194758
QTPZYJAE,0.07173301
H8DE3V4J,0.17214796
JR7BKCVU,0.84662974
BS9VLYP5,0.8648374
MWHPT5UC,0.14931901
WWCHRFDT,0.056296572
7D3MJFKF,0.020556672
2H7USZ86,0.54778874
5O9NTOMZ,0.8254195
K4VPBFNA,0.42275026
BTRFDPXP,0.8609157
VUYIX8OR,0.3717264
59VKSEH2,0.87304485
J6HBNMWF,0.5014324
AWDUDAA8,0.027698604
865MAHVS,0.044426057
MRNAF64W,0.15585783
GPRCFXNB,0.29692036
TA9AT8YR,0.22452845
KLPNAXPC,0.5491568
BGBJDTRR,0.16877003
BGJVJROA,0.040588412
AEPY5WFK,0.054210167
DFZC3WBO,0.053224094
G5RCLVE3,0.05570756
XGRIXTDM,0.055731878
3JSCDSTS,0.05696541
FBIXUGSX,0.031771984
HSB8BFVL,0.33687437
TUSFXSVA,0.8407701
CSEA5VYY,0.4739772
GJTPEQHC,0.49139363
TEQEHTJR,0.29355392
Q77J5HSP,0.056728043
PFHQ6WEX,0.04563254
IRCMEKAD,0.049763843
9LCVLK6K,0.051513743
AD3IEMJ2,0.066509746
NEHY4XQN,0.23422855
FHNT7FZZ,0.055286825
HXCEHK2N,0.05208092
QH5FHKTN,0.05696187
ATZGTUUE,0.088461705
XFEVJLIH,0.06315948
CKXARNOR,0.13252968
MC2AP48B,0.15242022
8FA4MKUQ,0.8484529
3UOUCDSJ,0.25682947
ETVWPSMC,0.07331221
CQ4TA6NE,0.054658044
PUHHAZE9,0.08201872
2URPTTRX,0.116085015
6TQRFYJ7,0.8737254
HZYGZN4U,0.4646537
NN3ZVT8F,0.85029435
XCKMKBKT,0.0499809
BZKZ6FQM,0.076642506
LQN5ADW4,0.25794742
UIFKRDKW,0.8581616
5XDVZJ2F,0.022877477
NKUCANBK,0.050027642
BYX53T54,0.11008023
IEGACJLU,0.12269151
MUZJHDVY,0.12040091
FDNRNIDJ,0.42179656
F82WZMYH,0.052312445
7FNHSD9V,0.116903916
XQI88Q4H,0.88714164
DKFCFK4Q,0.04980794
QNMHKKBT,0.16447969
HAHFWUF3,0.049710046
E6ZSEXVJ,0.856107
3TMHU4TD,0.11663929
G9RQK7HD,0.0507483
HRKFICIB,0.4849448
JZUHATKJ,0.054772172
I5WRDNCA,0.5745863
9NJZTWE9,0.060969748
GGTUEDQF,0.26060888
FY3AKYMX,0.06596311
5WJJFTOE,0.07718203
CB5HNJLV,0.42636672
ADIDZXNJ,0.034654003
8HIJR6E5,0.22599107
EGJJPARS,0.9911867
TAAXRJBD,0.4695832
DQMAP4ZU,0.8394894
NVKQZZXT,0.04099098
CHHQUTXM,0.021710869
UL5WFKY3,0.26391077
WAUIHPF5,0.19021295
4JWQIV7S,0.83456755
IDQODGZB,0.061790485
TLZGCZWZ,0.8555153
XVCYQIWF,0.024199417
G8T2WG3U,0.45617667
DU6BKDHC,0.02068061
CYN7Z5ZW,0.2817142
EPQJLERN,0.85819393
IBJVZB3A,0.18755305
LQM69J8T,0.0468002
PHAQEQKM,0.058730263
E4MISQFG,0.5118747
SMWPY9VZ,0.20346808
JNBHF8WH,0.051671114
PPJUGUHD,0.046002023
CCY3CREX,0.8411173
7OVT547C,0.05192582
NSVZTIDN,0.050522484
J7FKQYV8,0.22414225
UYEP3FYA,0.17674945
X8BHQARE,0.052733086
NPACIA5X,0.0560123
ESNJAC8F,0.07300599
GNIVJIE2,0.024595568
SNV63QFE,0.0792751
7NRG7XBK,0.20009151
BMTAQDYI,0.39518043
GA3HKFME,0.07522855
DZLNHSEY,0.05602548
SWST62KT,0.034016907
QTTAUEIH,0.23716405
Z7KYCTVX,0.410726
BVT5TSRD,0.12236871
GMZMXG6G,0.8971903
7XUM6ECU,0.0400115
FYETJKTM,0.20438091
FVYIXJBN,0.758802
HHAROOXR,0.06414687
HPZTCEUL,0.49629033
DD8AN62V,0.5639429
BD8YUTHQ,0.05164674
GASM8AUF,0.21655826
82CU6PVW,0.7888559
FDK7VV4M,0.84738094
KEFAHAKU,0.079045475
4NAE6MGH,0.05786904
FRGBDXFV,0.8459514
NSN8BKHY,0.1040695
EODSKW8W,0.2632092
SNR9V2DA,0.28451762
CJBGMSZV,0.3440156
CPYRMKGZ,0.06436293
MYEQMDNX,0.49202812
AMNSJTRU,0.47239974
XGWXNBRB,0.09566747
B45JJJHN,0.056834828
MMZXCY4D,0.023120325
NUFNKCVP,0.8207094
3TYZJ4QP,0.0590783
E8XFTS4U,0.07879319
7QCY7GPJ,0.020630976
3RQ7VMH4,0.05235499
D3QNAGET,0.8434667
YJA8GCOT,0.34002045
ADPELPZJ,0.05357547
BPRBYWE5,0.308487
JAOM73MS,0.023760034
C6WEZZOX,0.19846433
D2NFKWP4,0.58996695
9CGMKHY3,0.048946492
I7JM2TES,0.4650723
GZCW6ZGD,0.9806548
YQZGT7UM,0.054350834
Z7XZBPVA,0.05253989
VJHSKQQK,0.093093686
35IURAUE,0.057530124
CFA5ONTD,0.40564752
FNVDTMUH,0.052111886
GYADYRWF,0.11577998
FVYZQXFS,0.047831345
3YYVI6PD,0.8372902
KXVNRFVM,0.1413517
8ZF2YDZ7,0.055433564
HTFPLGGN,0.49856284
9SGYBW6Y,0.06677144
XW2SN9QX,0.058584798
EZCSKC9C,0.363839
GMSC2GHM,0.123493776
GUZO7VGW,0.05802249
RBPZGZG8,0.07201639
8FDKIMGK,0.056329362
CNRMEQLB,0.073592044
4ROHU4AJ,0.055478774
ZDCTTYVE,0.8457993
GB3968KP,0.050420757
FG6YPWGV,0.5205274
IWFNT5BB,0.47319084
FNNJEGK3,0.07461416
6GA7RU9H,0.10712272
CVPCUDWQ,0.02601262
9V9G4BTF,0.6303881
ENTGSSNT,0.14795947
O5XU6ODV,0.16834101
FR8ADJSC,0.09865985
GXHPA4EZ,0.083669215
TYSZNL7B,0.99564373
ZVB488V9,0.22077172
94KPVSEE,0.82016516
6YBJVXWW,0.05678276
E9RBVFDU,0.50697184
BKZRQYZU,0.46602964
TSBC8YFG,0.28867072
225LZFHC,0.04763744
5BJK8PAW,0.87127095
3ARERE8Y,0.05046699
K4TT7XIP,0.034653276
KD9GWCCU,0.10423382
ZL6VKTKA,0.05085254
HFH8I9J5,0.8686772
U3ID3JKW,0.13343245
2VZ45FWX,0.04983216
LTMW6SCY,0.15175426
FSFOJMF7,0.8452158
AHMB4B6P,0.056869093
56YHHHVY,0.11415264
MHYEWDXD,0.05445607
AOIBDUP9,0.85762686
L926HTWL,0.7776721
Y5ES23LE,0.056692243
6DT87WWN,0.050099667
JYWGD5PV,0.049170725
XAHVO9VQ,0.055071637
JNGITYZR,0.1997791
VFEAJTTA,0.05227263
JVYEZRTZ,0.87478364
QXFKPDR9,0.16793954
8XQYR8GU,0.051469956
XYKZC8AY,0.8348722
WEMYWPUT,0.5964484
THCGEXQN,0.055508364
GSNUWXTF,0.052522875
DIU6BJSW,0.23122822
EBQTBUCJ,0.09031589
TVHPRUAL,0.10075335
DIO4NIF9,0.06441883
DRY5FBHT,0.057446826
EDXC2DEN,0.24690549
MNAMDGP8,0.056115065
54MGA9TD,0.38852274
ECWJAYBS,0.0330635
MAAIUAJK,0.06877888
HEYOUPUM,0.15999945
LWJ9UBWX,0.05296009
BZDZHNCF,0.056933485
GYTRZ8IU,0.049909152
ZCJSODGK,0.1851296
HSMBGE63,0.3298917
IEOEMNUE,0.18451054
2VLE8VJQ,0.051287543
3J8MUJUV,0.09926363
JLZZUTPK,0.08924676
DTX7O2EQ,0.025128996
Y2HQAF7U,0.05111003
DBQFSQMF,0.28082943
WMUUN3WI,0.83233
7M5L8ERR,0.10125998
DK2JEENV,0.11194225
IPMV4GAV,0.27354512
YNRNXZEU,0.052900344
JPAX25Q2,0.079705976
AAO4UTQ3,0.24942857
PUQSXXAB,0.12905024
DUWEZXCA,0.04873983
BPCVEQCT,0.056521315
JBNTKFOD,0.052723687
WFEBM8OQ,0.05881259
SDVJRPQY,0.99148315
FIDCAK5B,0.56615585
ZDFWP3HG,0.88838845
JZV5MKKX,0.1047021
GI7Y5AGT,0.15712361
6TVHTQGB,0.090552956
U7DMHSMO,0.05493202
CHQEKKAD,0.054466236
HFYMT6NX,0.052128363
XZHPV4JA,0.053889025
C62K33HU,0.19140889
9SKVMZNB,0.0521866
HSQSJXGB,0.05421544
NQWGBVBA,0.10283374
KSTI7GEF,0.0424258
ESCR25BV,0.050898395
GQXKQSVS,0.047926042
VJSBX7QB,0.1937119
O3J6SQJO,0.02088213
YNJ9ESRW,0.057295147
GRKLHBIT,0.021187324
WXWYDRSA,0.056873586
SW48T9SP,0.1402788
BJU2MF72,0.3832703
XBDTYVY4,0.3540135
8HQEPRUV,0.6976982
W2AG4UT4,0.05581168
AZH4AAQF,0.056031797
JINQ7QST,0.83233845
Q6FQAD68,0.09618583
KN256YUD,0.1792172
ZY7SN25E,0.18417522
JAV3JIFN,0.026955113
UNSVFHSJ,0.101002105
JVZEYN4Z,0.029127853
8QYZVB47,0.099806786
PPQQXRH7,0.46648553
5K6VG5VI,0.053861815
FXUG6GFD,0.30169487
HENQGBHR,0.8024784
DWMTH3B6,0.051012088
AU7YHFTQ,0.048617683
NCWBYNZY,0.83894193
DRMOGPEI,0.100388534
3NOXTB3J,0.020739017
V2LTS7U2,0.48770133
UZWE9EHO,0.056140333
UQZNKSNA,0.06191112
PSH4PZNH,0.043587647
YYNMDPWX,0.055210777
QR3GTJ2U,0.99652207
S2Z8GFD2,0.058943205
VS7RKO7J,0.025010278
WQHVBQFT,0.08502681
NEJCOMEP,0.8363936
J3RSYQ3E,0.9856148
8HEJHWXW,0.13668361
FWN3LVDX,0.05487892
GTJR8FTD,0.04629745
Z8APB6UB,0.19856423
GVWGXEY8,0.73246217
PYMMOZXF,0.024710033
BKPATGVS,0.078689404
IGUIB5ES,0.9959884
SCP2KDKL,0.080861576
AZFVLI3V,0.3839213
3SRCPNWD,0.056729577
MJFGNVY3,0.06631869
FR7W5CF4,0.052522875
SS5DQQHB,0.05355805
9UZ7VSJ3,0.100019164
CHE5S5YV,0.81114835
SXE24ABS,0.8183801
IIWQHTXJ,0.053567298
RDNAP5UQ,0.09257654
FDSDBORU,0.096341506
CKRKKU7J,0.8603622
FHWAJ8ON,0.47508252
LMZSZCHQ,0.1950274
ARHKIJUD,0.03578934
KFSUD3XN,0.05249476
BJWTGJPP,0.18438774
KBJ85ZS4,0.18874957
JDH73TN7,0.19300275
VZNYCELS,0.37244907
X6QAJXM8,0.6647635
MNYSNFAH,0.055977583
K7JPDQJR,0.18398
2FFJNEHW,0.31750828
AFYGZAYC,0.060253363
LW6G5N9V,0.02545835
8K3NKVGS,0.149892
MTSNJ9TP,0.052419946
PRGSQDVT,0.6513268
V2WRRPQK,0.05580433
BM4JJ9PC,0.055215117
FWPTPC98,0.0557048
KKZKLTN4,0.4789538
QUFCGXPC,0.04146485
KRYTH9BO,0.66423386
GSB87GUI,0.065204
HXNQRUZ4,0.42281362
C5WMABO6,0.48775876
DHYAEG7Y,0.08893012
JEYVAQP9,0.61097294
ISHLCZMK,0.04740075
ZMGTZLAJ,0.06332016
BFPWVRUS,0.24084638
QAXSMB5E,0.61877567
GR7IJRJC,0.109171264
88FCERGM,0.05352728
GH33ZB6S,0.042050045
KJX7D6D3,0.083693184
UVRKZC23,0.020837912
GWBYAUCJ,0.47270155
AT43VRIP,0.08089628
QA9H9BDG,0.05731905
TSJMWZRA,0.32685608
IYZSXRBR,0.05422308
SM4QTJLE,0.05054061
PRQGQ69C,0.35374796
JWPLQ4KS,0.052081168
Q3UTCVCX,0.37227896
E8TWYIBP,0.12716329
Z8UZFJVQ,0.8339866
JZUQETHV,0.12656792
YMTEEPTR,0.064353436
ZOYGIHKV,0.03313038
F3QZMMDK,0.05140608
HGWHEGQ2,0.13658692
EPZRRRLD,0.17185128
I87OXJ3V,0.17877218
B7PAUPB8,0.10290853
HCJHRZ3M,0.23073223
GYDCQKMT,0.05857677
NDLZC6YM,0.052733716
GMOLCFF9,0.10460321
JWLTNDPB,0.08477832
BTGZJSMF,0.17873941
BTWKWHNT,0.05362005
EVX6WIJE,0.1473329
K8Y7NRKE,0.35966408
NTLQEB26,0.056932133
KATWDQDW,0.080012895
NUYIZDKX,0.847728
AFZBPGKQ,0.16209473
JDEAKAGM,0.06798198
YTY78EHQ,0.1146756
VJERTKDE,0.18362746
XXKFHYEZ,0.13591765
MYAGBZH8,0.06279477
GQB7KKW6,0.1043271
SITILFM5,0.562875
MMVFMDVU,0.050393004
9X7YWESM,0.8330222
MKJRQAPB,0.25916615
ATDQKNOE,0.050194345
ID5D8SQZ,0.04195231
FEQ9H2AB,0.4539687
TQARKTPV,0.09296534
JMNMUZDR,0.8634807
9PKDARXW,0.05561299
NZYBAJKP,0.15414734
STP7VIBF,0.055728205
VFYDXNHG,0.039280005
VRJ4X2FE,0.18464917
TSJ3EPQV,0.09259137
GM5FR98I,0.02705779
GV6CCZ9Q,0.96277684
GE85SLAJ,0.8386164
D5ASJY7T,0.1263802
396MUPXQ,0.046538737
3BHHDJPP,0.056636784
DTV4KJDX,0.052041415
G5ICFW4I,0.14926428
HWTQF65K,0.026201446
4BMNQ6SL,0.05380416
5NCWIMHK,0.057438966
TM3BVNSV,0.10214415
N6PGDJWA,0.22548075
2CEPIS8X,0.0694735
G68RI55V,0.13476902
UAURB2QA,0.057628747
BDNEGGAF,0.08167654
9PQ2VKZC,0.046276525
YAPGKBOR,0.59964466
XZBW3FT4,0.10335253
LJMYNIWD,0.10610711
45KYEGER,0.052171595
TZRSCK3B,0.50629747
FOHOFK7F,0.049597505
IVAUGQP2,0.05851678
TGU5S5WP,0.050101664
DYVBBQCC,0.021756796
KCWVZMFS,0.3284573
6UYSZ7WF,0.9009635
3K3OBUHH,0.49918765
DS7EMNDF,0.049681637
BMKXJQYR,0.055996004
RNW2GA4J,0.29034692
U6DAOXUC,0.058434088
FRPCZT7C,0.26346794
FFWXOFQY,0.07410736
LVBEGOZJ,0.05140608
ME8L5ZAR,0.034435682
TH4VDPUD,0.8164298
QXCPWIPW,0.04098358
AHDD4OL4,0.024261482
BAQSSQYX,0.05233465
U27NRBCP,0.04999014
LHSRFHBM,0.81371504
TCKDFZVE,0.047656957
RF8BNFMA,0.7821346
CNDPWIDC,0.8568573
9C5R8RHE,0.2679212
GKUJXRW5,0.9966
AOAPUSBG,0.051418595
GL4CFACT,0.81730783
W2DAXVSU,0.041136127
QHP4VAH6,0.48043433
G6FSZN72,0.064096615
NJJ7QPTE,0.025300862
YHG4P4R5,0.050016586
7PUXTJEP,0.051340993
C5WBEKMF,0.5001463
GWGTQ5M4,0.04434404
XJWCEBOG,0.26648143
DZKRPH2E,0.05096428
ECXN84AX,0.27398205
K7CZRQDX,0.054513626
3YPH3BEC,0.86639196
VVQNC8M8,0.023598224
RN2RWACK,0.83255005
PY4J9RB2,0.85989815
A69MVJVA,0.79625154
BEFVSWEI,0.051396795
JWRN4BVL,0.032463968
HQBUV2KJ,0.9884934
JPBT6AWD,0.04965834
4FZC4SIY,0.27019873
Q3MDKFNX,0.11332166
U5GUH9JY,0.08804238
9EGIPX8Q,0.069421634
DTCVQYFT,0.21270272
EMKFJOQT,0.060951844
EPERP3H2,0.039717074
ZBZNGWR2,0.17706901
NBYKGNDV,0.39865005
SNA5Y72T,0.8369214
DON462LT,0.25404033
JJETB4R2,0.64815223
YEXXFBFK,0.049597505
LANTMRN8,0.058822673
DQPHEEOB,0.556537
FBEXFSF5,0.024710033
BJAEYSLS,0.49935806
LXSXUSWY,0.495003
CSUJP5YQ,0.18615802
ARTZRC3A,0.05470013
MXDV3USN,0.5955049
U6JAOYZK,0.03547935
38EWQBAT,0.17844559
4OYYP3LG,0.051519085
E4AKQXDQ,0.07620312
KSWSCXGL,0.122266345
EF6SBYNF,0.051611904
GWKJNRMH,0.87973607
ZPV8TSAB,0.05151366
BF4YQT9F,0.04947929
ZTRWG6C7,0.055861685
NJADSJT6,0.049710046
JSJ3EQX6,0.08889623
6OEU7TWC,0.82614017
FNXQVKMS,0.09759643
JUFC22HZ,0.8420379
9LA9J2VZ,0.09690813
NND7LDVY,0.25332195
JKEDMLDA,0.052553885
CNSZKT3O,0.22703865
DOJFDTWU,0.069421634
VUBC7ZXJ,0.82320493
DGDJEMQD,0.05913977
TOC7B6EW,0.19856487
D8EFRCKD,0.9895751
USWFYRYE,0.051986627
S8IANZEY,0.21893881
6EBJZTPD,0.05701479
IUEPLCJG,0.16423115
DMAZK8JJ,0.48847514
NQQDSPYP,0.87826073
AW3Z5DH8,0.07256718
DX5PAFWN,0.2080638
9AH9PPSU,0.13499278
CGKTR8LU,0.051100653
HYSQNFH7,0.05185739
GEPHJNFO,0.0922816
